market_id,entry_date,exit_date,direction,entry_price,exit_price,gross_pnl,net_pnl,position_size,whale_address,category,reason,market_title,market_url,whale_token_side,whale_score,whale_winrate,taker_address,signal_trade_size_usd,market_end_date,resolution_outcome
0xb12a219f75d35ad91ee9428d22e47f1ee6de61f5d79466b1749c8b66aed2f2d9,2025-05-23,2025-05-26,SELL,0.9318868271604939,0.953199693569012,974576.3746922563,945339.0834514886,75000.0,0x6d9fc316c3b8377060a44b852ba664adbfd59790,Geopolitics,PARTIAL_EXIT,Israel military action against Iran before June?,https://polymarket.com/event/israel-military-action-against-iran-before-june,NO,7.748,0.566,0x6d9fc316c3b8377060a44b852ba664adbfd59790,7548.28,2025-05-31,NO
0xb12a219f75d35ad91ee9428d22e47f1ee6de61f5d79466b1749c8b66aed2f2d9,2025-05-23,2025-06-01,SELL,0.9318868271604939,1.0,1026108.5943202379,995325.3364906308,75000.0,0x6d9fc316c3b8377060a44b852ba664adbfd59790,Geopolitics,,Israel military action against Iran before June?,https://polymarket.com/event/israel-military-action-against-iran-before-june,NO,7.748,0.566,0x6d9fc316c3b8377060a44b852ba664adbfd59790,7548.28,2025-05-31,NO
0x29c48e46061e57cc6608419cfed3aaab88f53c7a92f045894fca2f7ecdd3cd8b,2025-06-16,2025-06-17,SELL,0.9564813664596273,0.8950000292250015,1279853.2312706043,1241457.6343324862,65412.42596656386,0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,Geopolitics,PARTIAL_EXIT,Will Israel declare war on Iran by Friday?,https://polymarket.com/event/will-israel-declare-war-on-iran-by-next-friday,NO,7.07,0.59,0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,1231.95,2025-06-20,NO
0xf4d5a6e9dd92f35206aec5ee290d9b33cd2518cd0f1e6ea2403fca399909d098,2025-06-17,2025-06-20,SELL,0.9690990975832615,0.9699791787592202,2279249.6405391367,2210872.1513229627,75000.0,0x2aac99d0ee5b8d95fbd48e16ce37d90bbd7f1b36,Economy,PARTIAL_EXIT,Negative GDP growth in Q2 2025?,https://polymarket.com/event/negative-gdp-growth-in-q2-2025,NO,6.23,0.927,0x2aac99d0ee5b8d95fbd48e16ce37d90bbd7f1b36,3546.24,2025-07-30,NO
0x545d755d9b10944436bda0536893dc2efeb26b9e3d4e594460e728c51bace61f,2025-06-14,2025-06-20,BUY,0.8849981988647767,0.007141964397307479,-114360.2365836737,-110929.42948616348,115290.63578354238,0x21f7e463afb18b15df1cc94cd4a3bd27e7af8f97,Geopolitics,WHALE_EXIT,Will Iran declare war on Israel by Friday?,https://polymarket.com/event/will-iran-declare-war-on-israel-by-friday,YES,7.608,0.964,0x21f7e463afb18b15df1cc94cd4a3bd27e7af8f97,8100.0,2025-06-20,NO
0x29c48e46061e57cc6608419cfed3aaab88f53c7a92f045894fca2f7ecdd3cd8b,2025-06-16,2025-06-21,SELL,0.9564813664596273,1.0,1437677.6447701496,1394547.315427045,65412.42596656386,0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,Geopolitics,,Will Israel declare war on Iran by Friday?,https://polymarket.com/event/will-israel-declare-war-on-iran-by-next-friday,NO,7.07,0.59,0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,1231.95,2025-06-20,NO
0x09aba9474829b72bcec8390c78f051cf327614af44827b98070a073fa75dab1b,2025-06-23,2025-06-23,BUY,0.6570611606096981,0.91,40781.158421222084,39557.72366858542,105937.5276167395,0xc6dd722558dbfbd8fa780efcbe819ed8c6604b9f,Geopolitics,WHALE_EXIT,Iran strike on Qatar today?,https://polymarket.com/event/iran-strike-on-qatar-today,YES,8.124,0.902,0xc6dd722558dbfbd8fa780efcbe819ed8c6604b9f,2720.5,2025-06-24,YES
0x8723ce398f9522cc16a0264a7a4a1eb1415df1c4dedcaccb0ac6c33f8f919878,2025-06-24,2025-06-26,SELL,0.86,1.0,648743.6068913422,629281.2986846019,105609.42437766037,0x6d9fc316c3b8377060a44b852ba664adbfd59790,Geopolitics,,Israel strike on Iran on June 25?,https://polymarket.com/event/israel-strike-on-iran-on-june-25,NO,7.776,0.573,0x6d9fc316c3b8377060a44b852ba664adbfd59790,1708.09,2025-06-26,NO
0x575f6a141e4e4155dacb2f6bdc47c743ce6f55939ab66c813ea84689472e5477,2025-06-26,2025-06-29,SELL,0.8753676024708963,0.0,-161229.8083258547,-156392.91407607906,161229.8083258547,0xc6dd722558dbfbd8fa780efcbe819ed8c6604b9f,Geopolitics,,Trump announces end of military operations against Iran before July?,https://polymarket.com/event/trump-announces-end-of-military-operations-against-iran-before-july,NO,8.124,0.902,0xc6dd722558dbfbd8fa780efcbe819ed8c6604b9f,1313.64,2025-06-30,YES
0xe5a28f65b1bce59346b567907974eb46549a997464168b3b27cc2bbcf4d4e2d5,2025-06-29,2025-06-30,SELL,0.9567878933333334,0.0,-150000.0,-145500.0,150000.0,0x0a26054fe174697bf6be759c4b600fdb830d1851,Finance,,Will NVIDIA be the largest company in the world by market cap on June 30?,https://polymarket.com/event/will-nvidia-be-the-largest-company-in-the-world-by-market-cap-on-june-30,NO,7.665,0.917,0x0a26054fe174697bf6be759c4b600fdb830d1851,2870.36,2025-06-30,YES
0x0c23a99b0c97bb266b03a1a5d1e667c8ad073f16893d95c929599c088f28730b,2025-06-14,2025-07-01,BUY,0.9043206444267357,0.0,-118855.81141064354,-115290.13706832423,118855.81141064354,0x21f7e463afb18b15df1cc94cd4a3bd27e7af8f97,Geopolitics,,Will Russia capture Yunakivka before July?,https://polymarket.com/event/will-russia-capture-yunakivka-before-july,YES,7.608,0.964,0x21f7e463afb18b15df1cc94cd4a3bd27e7af8f97,1900.0,2025-06-30,NO
0xd5a64f75a5d7107e53e7c3eaf52865624a0c79ad8c41379faef4285494991326,2025-07-03,2025-07-14,BUY,0.44302085861283563,0.6742087198176485,26907.785660633872,26100.552090814854,51562.872914782594,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,Geopolitics,PARTIAL_EXIT,Will Russia capture Pokrovsk by December 31?,https://polymarket.com/event/will-russia-capture-pokrovsk-by-december-31-531,YES,7.315,0.634,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,2701.69,2025-06-30,YES
0x05af21323a5b0bc3135c326564051fff04fe799764f9e587f82e7bb1b4db5b80,2025-07-18,2025-07-21,BUY,0.561635799304034,1.0,21087.7223832056,20455.090711709432,27017.762393438607,0x31646fb225a7743287e760e44923345644513033,Geopolitics,,Another Israel strike on Yemen in July?,https://polymarket.com/event/another-israel-strike-on-yemen-in-july,YES,6.439,0.621,0x31646fb225a7743287e760e44923345644513033,1000.0,2025-07-31,YES
0x04a3de96bc7559a6bb823d929d2e18f90113487b05a4dbe9f06efc984a4c821b,2025-07-23,2025-07-24,SELL,0.92,0.007000000000000006,-105695.15571265678,-102524.30104127707,115830.30763030882,0x6d9fc316c3b8377060a44b852ba664adbfd59790,Geopolitics,CONFLICTING_SIGNAL,Israel x Hamas ceasefire by Friday?,https://polymarket.com/event/israel-x-hamas-ceasefire-by-friday-455,NO,7.875,0.642,0x6d9fc316c3b8377060a44b852ba664adbfd59790,1368.96,2025-07-25,NO
0x47060475422f8a1e485943909a8e437fc3342bd90810e10f9f0a5376362a761d,2025-07-21,2025-07-25,BUY,0.46,0.67,14464.639952799342,14030.70075421536,31684.449420417604,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,Geopolitics,PARTIAL_EXIT,Will Russia capture Pokrovsk by October 31?,https://polymarket.com/event/will-russia-capture-pokrovsk-by-october-31-261,YES,7.339,0.709,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,1288.0,2025-10-31,YES
0x694f908de10fadb2f28d5ec0f51a99771f7f7e69a03969e3149d573e7d3b90de,2025-07-25,2025-07-27,SELL,0.5907867293504733,1.0,57322.425858765346,55602.75308300238,39704.84813194726,0x2cde9f0f2995bc83b6feecd730e8ef1e593712fa,Geopolitics,,Israel strikes Syria by Friday?,https://polymarket.com/event/israel-strikes-syria-by-friday,NO,6.8,0.516,0x2cde9f0f2995bc83b6feecd730e8ef1e593712fa,5960.29,2025-07-25,NO
0xf4d5a6e9dd92f35206aec5ee290d9b33cd2518cd0f1e6ea2403fca399909d098,2025-06-17,2025-07-30,SELL,0.969822902553261,1.0,4820656.978019243,4676037.268678666,150000.0,0x2aac99d0ee5b8d95fbd48e16ce37d90bbd7f1b36,Economy,,Negative GDP growth in Q2 2025?,https://polymarket.com/event/negative-gdp-growth-in-q2-2025,NO,6.23,0.927,0x2aac99d0ee5b8d95fbd48e16ce37d90bbd7f1b36,3546.24,2025-07-30,NO
0x30be2fc500027e98ff6995bf1f197484e925674f5ebb69bea4a8ee37db504bd7,2025-07-28,2025-08-01,SELL,0.9736596834362552,1.0,4807480.195196116,4663255.7893402325,130056.27363402047,0x31646fb225a7743287e760e44923345644513033,Geopolitics,,Israel military action against Iran in July?,https://polymarket.com/event/israel-military-action-against-iran-in-july,NO,7.031,0.63,0x31646fb225a7743287e760e44923345644513033,1847.89,2025-07-31,NO
0xd3fb6d5a8a798f9abab8026cb40bc9c2229f74cf79357c835f3ab7387278e06e,2025-07-21,2025-08-06,BUY,0.6799186768727191,0.97,10424.412689564018,10111.680308877098,24433.675379898938,0xb74711992caf6d04fa55eecc46b8efc95311b050,Climate_and_Science,PARTIAL_EXIT,Will global temperature increase by between 1.00–1.04ºC in July 2025?,https://polymarket.com/event/will-global-temperature-increase-by-between-1pt001pt04c-in-july-2025,YES,6.716,0.797,0xb74711992caf6d04fa55eecc46b8efc95311b050,1337.71,2025-07-31,YES
0xd5a64f75a5d7107e53e7c3eaf52865624a0c79ad8c41379faef4285494991326,2025-07-03,2025-08-08,BUY,0.44302085861283563,1.0,64826.39389363278,62881.6020768238,51562.872914782594,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,Geopolitics,,Will Russia capture Pokrovsk by December 31?,https://polymarket.com/event/will-russia-capture-pokrovsk-by-december-31-531,YES,7.315,0.634,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,2701.69,2025-06-30,YES
0xd3fb6d5a8a798f9abab8026cb40bc9c2229f74cf79357c835f3ab7387278e06e,2025-07-21,2025-08-08,BUY,0.6799186768727191,1.0,11502.497887588646,11157.422950960987,24433.675379898938,0xb74711992caf6d04fa55eecc46b8efc95311b050,Climate_and_Science,,Will global temperature increase by between 1.00–1.04ºC in July 2025?,https://polymarket.com/event/will-global-temperature-increase-by-between-1pt001pt04c-in-july-2025,YES,6.716,0.797,0xb74711992caf6d04fa55eecc46b8efc95311b050,1337.71,2025-07-31,YES
0x47060475422f8a1e485943909a8e437fc3342bd90810e10f9f0a5376362a761d,2025-07-21,2025-08-08,BUY,0.46,1.0,37194.78845005545,36078.944796553784,31684.449420417604,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,Geopolitics,,Will Russia capture Pokrovsk by October 31?,https://polymarket.com/event/will-russia-capture-pokrovsk-by-october-31-261,YES,7.339,0.709,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,1288.0,2025-10-31,YES
0x4bd1377a8ba07220ec052b24266a3602469af5204541eab8b41b3537c0ba0f96,2025-08-22,2025-08-22,BUY,0.5786427288563596,0.64,3797.5058187269565,3683.5806441651475,35813.18218425734,0x31646fb225a7743287e760e44923345644513033,Geopolitics,CONFLICTING_SIGNAL,Israel strikes Yemen by August 31?,https://polymarket.com/event/israel-strikes-yemen-by-august-22-584,YES,8.143,0.653,0x31646fb225a7743287e760e44923345644513033,2142.51,2025-08-31,YES
0x4bd1377a8ba07220ec052b24266a3602469af5204541eab8b41b3537c0ba0f96,2025-08-22,2025-08-22,SELL,0.6,0.36,-9559.644193819322,-9272.854868004742,95596.44193819314,0x0cbf16aa2e92760d8cb708b877a95a25f2c84665,Geopolitics,CONFLICTING_SIGNAL,Israel strikes Yemen by August 31?,https://polymarket.com/event/israel-strikes-yemen-by-august-22-584,NO,7.666,0.638,0x0cbf16aa2e92760d8cb708b877a95a25f2c84665,1112.39,2025-08-31,YES
0x4bd1377a8ba07220ec052b24266a3602469af5204541eab8b41b3537c0ba0f96,2025-08-22,2025-08-24,BUY,0.6237924673245689,1.0,14978.629603114014,14529.270715020593,24836.175530085333,0x31646fb225a7743287e760e44923345644513033,Geopolitics,,Israel strikes Yemen by August 31?,https://polymarket.com/event/israel-strikes-yemen-by-august-22-584,YES,8.143,0.653,0x31646fb225a7743287e760e44923345644513033,1040.0,2025-08-31,YES
0x920859bb2ed3d1c063b6107ba7d29156d8efd0b205240cf941d59687b01b785a,2025-08-28,2025-08-29,SELL,0.972,0.989,2574107.1428571404,2496883.9285714263,75000.0,0x6d9fc316c3b8377060a44b852ba664adbfd59790,Geopolitics,PARTIAL_EXIT,Israel strikes Iran before September?,https://polymarket.com/event/israel-strikes-iran-before-september-141,NO,7.889,0.666,0x6d9fc316c3b8377060a44b852ba664adbfd59790,3936.11,2025-08-31,NO
0x920859bb2ed3d1c063b6107ba7d29156d8efd0b205240cf941d59687b01b785a,2025-08-28,2025-09-01,SELL,0.972,1.0,2603571.4285714263,2525464.2857142836,75000.0,0x6d9fc316c3b8377060a44b852ba664adbfd59790,Geopolitics,,Israel strikes Iran before September?,https://polymarket.com/event/israel-strikes-iran-before-september-141,NO,7.889,0.666,0x6d9fc316c3b8377060a44b852ba664adbfd59790,3936.11,2025-08-31,NO
0x46dc560a09f07d8b6989bec851262e4df92ea0dd909631cf987afc88c8b8d729,2025-08-31,2025-09-01,SELL,0.9442633358750787,0.0,-148223.99007440693,-143777.2703721747,148223.99007440693,0x6d9fc316c3b8377060a44b852ba664adbfd59790,Art_and_Culture,,Will MrBeast raise $40M for clean water by August 31?,https://polymarket.com/event/will-mrbeast-raise-40m-for-clean-water-by-august-31,NO,7.889,0.666,0x6d9fc316c3b8377060a44b852ba664adbfd59790,2848.18,2025-08-31,YES
0xa5c145324688b080f582c6175c3a5281bf0550fdf339dde9c74c733b575caf8a,2025-08-23,2025-09-11,BUY,0.7681444390948483,1.0,26651.217889963187,25851.681353264292,88296.2855726161,0xb74711992caf6d04fa55eecc46b8efc95311b050,Climate_and_Science,,Will global temperature increase by more than 1.10ºC in August 2025?,https://polymarket.com/event/will-global-temperature-increase-by-more-than-1pt10c-in-august-2025,YES,7.797,0.875,0xb74711992caf6d04fa55eecc46b8efc95311b050,1595.44,2025-08-31,YES
0xa9733c3bed65be317f67ed5f1876373fe170a796bea52df59329e39c05aa8d06,2025-09-15,2025-09-16,SELL,0.7164603457823171,0.79,101732.8871580582,98680.90054331646,56954.720912662415,0x264cbb7263b0c336c58fb5a5de1773896e6bbaca,Geopolitics,PARTIAL_EXIT,Will Russia capture Kupiansk by September 30?,https://polymarket.com/event/will-russia-capture-kupiansk-by-september-30-582-656,NO,8.217,0.587,0x264cbb7263b0c336c58fb5a5de1773896e6bbaca,1164.46,2025-08-31,NO
0xa9733c3bed65be317f67ed5f1876373fe170a796bea52df59329e39c05aa8d06,2025-09-15,2025-10-01,SELL,0.7164603457823171,1.0,143915.66905027506,139598.1989787668,56954.720912662415,0x264cbb7263b0c336c58fb5a5de1773896e6bbaca,Geopolitics,,Will Russia capture Kupiansk by September 30?,https://polymarket.com/event/will-russia-capture-kupiansk-by-september-30-582-656,NO,8.217,0.587,0x264cbb7263b0c336c58fb5a5de1773896e6bbaca,1164.46,2025-08-31,NO
0x772d27149308cf235cc1695ae551b66c291e43f132f93a16358f240c2dc25301,2025-09-30,2025-10-01,SELL,0.9584061153724913,1.0,3456299.3717301283,3352610.3905782243,150000.0,0x6d9fc316c3b8377060a44b852ba664adbfd59790,Geopolitics,,Israel x Iran ceasefire broken by September 30?,https://polymarket.com/event/israel-x-iran-ceasefire-broken-by-september-30,NO,7.928,0.698,0x6d9fc316c3b8377060a44b852ba664adbfd59790,4743.0,2025-09-01,NO
0xdaa1605975653c8318e6f12a95631d2643cfbfe217e441daa6a7e9fbd65124f9,2025-10-12,2025-10-13,BUY,0.9097215705642672,1.0,18755.626062097777,18192.957280234845,188997.50144938027,0x052c6312a485d494f4b0b0bed1b834c09bd85a0e,Geopolitics,,Will Hamas release all Israeli hostages by October 15?,https://polymarket.com/event/will-hamas-release-all-israeli-hostages-by-october-15-427-337-551,YES,9.096,0.994,0x052c6312a485d494f4b0b0bed1b834c09bd85a0e,1326.21,2025-10-31,YES
0x3694d359186f0688246045a29a3143bd93ee6df053df2341c441fe7b83458c7c,2025-11-04,2025-11-05,SELL,0.979,0.98,3424999.9999999967,3322249.9999999967,75000.0,0xb74711992caf6d04fa55eecc46b8efc95311b050,Geopolitics,PARTIAL_EXIT,Will Kim Jong Un visit US in 2025?,https://polymarket.com/event/will-kim-jong-un-visit-us-in-2025,NO,7.713,0.875,0xb74711992caf6d04fa55eecc46b8efc95311b050,2093.47,2025-12-31,NO
0x5374a734024814a7e91a50b025cf0924bcf99756f40384beb260ede9322ca28f,2025-11-04,2025-11-09,SELL,0.94,0.95,1112499.9999999988,1079124.9999999988,75000.0,0xb74711992caf6d04fa55eecc46b8efc95311b050,Geopolitics,PARTIAL_EXIT,US-Iran nuclear deal in 2025?,https://polymarket.com/event/us-x-iran-nuclear-deal-in-2025,NO,7.713,0.875,0xb74711992caf6d04fa55eecc46b8efc95311b050,1374.95,2025-12-31,NO
0xafa3f21a2211a95b222a0704d1b763a48770905ff090b0143ae724013b51dbaa,2025-11-16,2025-11-22,SELL,0.9400257731958763,0.9300000311500017,1014413.5828730651,983981.1753868732,69927.43202387427,0x21f7e463afb18b15df1cc94cd4a3bd27e7af8f97,Geopolitics,PARTIAL_EXIT,NATO x Russia military clash in 2025?,https://polymarket.com/event/nato-x-russia-military-clash-in-2025,NO,7.446,0.719,0x21f7e463afb18b15df1cc94cd4a3bd27e7af8f97,1823.65,2025-12-31,NO
0x5a81f9ef8bf06662ff9abf235fdab14e21b8742741691886adda3edb8504cbe4,2025-11-23,2025-11-27,SELL,0.97,0.974236358546269,1301852.0243496392,1262796.46361915,41362.05980313925,0x847667d84fc4d81db36689c4f4c5845c8d125418,Geopolitics,PARTIAL_EXIT,"Israel and Syria normalize relations by December 31, 2025?",https://polymarket.com/event/israel-and-syria-normalize-relations-in-2025,NO,8.343,1.0,0x847667d84fc4d81db36689c4f4c5845c8d125418,1035.95,2025-12-31,NO
0x954aeeb021a1ba197d54f1734a856fe8fc27b693591f9467bb44f58880f23cdb,2025-11-30,2025-12-01,SELL,0.9600394471057588,0.0,-121829.66108815894,-118174.77125551418,121829.66108815894,0xab19716584931d81cd9e7763402673a64baa4876,Art_and_Culture,,Nothing Ever Happens: November,https://polymarket.com/event/nothing-ever-happens-november,NO,7.304,0.727,0xab19716584931d81cd9e7763402673a64baa4876,3236.63,2025-11-30,YES
0x5374a734024814a7e91a50b025cf0924bcf99756f40384beb260ede9322ca28f,2025-11-04,2025-12-20,SELL,0.94,0.006000000000000005,-67500.0,-65475.0,75000.0,0xb74711992caf6d04fa55eecc46b8efc95311b050,Geopolitics,CONFLICTING_SIGNAL,US-Iran nuclear deal in 2025?,https://polymarket.com/event/us-x-iran-nuclear-deal-in-2025,NO,7.713,0.875,0xb74711992caf6d04fa55eecc46b8efc95311b050,1374.95,2025-12-31,NO
0x1df6862b69a47872e75864cac21b9ae9ea0cb552884d38aea9170c5fe5321bc6,2025-12-21,2025-12-23,SELL,0.94,0.9660000064464,566250.0040289995,549262.5039081295,37500.0,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,Geopolitics,PARTIAL_EXIT,Will Russia capture Kostyantynivka by December 31?,https://polymarket.com/event/will-russia-capture-kostyantynivka-by-december-31-266-839-138,NO,7.204,0.953,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,1034.0,2025-12-31,NO
0xe4a2b3d43921a62fd693cbaca54249feec7b52fdcd5c7dd8c809a38179c1cbb0,2025-12-25,2025-12-26,SELL,0.9660056193344102,0.983,523435.1976452303,507732.1417158734,18750.0,0x31646fb225a7743287e760e44923345644513033,Geopolitics,PARTIAL_EXIT,Israel strikes Iran before 2026?,https://polymarket.com/event/israel-strikes-iran-before-2026,NO,6.071,0.63,0x31646fb225a7743287e760e44923345644513033,4359.57,2025-12-31,NO
0xeda6b1f61168ca6363e1cf8b60777197c5b6f88e5c2fcf3153cf9c2442943dfc,2025-12-26,2025-12-27,SELL,0.7652070233779354,0.0,-60873.372684308444,-59047.17150377919,60873.372684308444,0x6d9fc316c3b8377060a44b852ba664adbfd59790,Geopolitics,,Thailand x Cambodia ceasefire by December 31?,https://polymarket.com/event/thailand-x-cambodia-ceasefire-by-december-31,NO,8.134,0.826,0x6d9fc316c3b8377060a44b852ba664adbfd59790,1454.28,2025-12-15,YES
0x07555b0e89abe017ddde72e5d04f26f6b26a7f221cca5fcae54ca99dd984774d,2025-12-27,2025-12-28,SELL,0.97,0.984,877795.5677536118,851461.7007210035,27603.63420608845,0x0aae5c4ec45339a64a1dd2fe4ba98c2a19eb251c,Geopolitics,PARTIAL_EXIT,Ukraine agrees not to join NATO in 2025?,https://polymarket.com/event/ukraine-agrees-not-to-join-nato-before-july,NO,8.128,0.634,0x0aae5c4ec45339a64a1dd2fe4ba98c2a19eb251c,1360.93,2025-12-31,NO
0xd8abd2e16448e67a54cdef29c16d7b45d2153c47dda6c0dcb18a955160129b9c,2025-09-30,2026-01-01,BUY,0.9,0.0,-114825.21786854861,-111380.46133249215,114825.21786854861,0x801dbe416065cfa8ecffeae526eeb37f393fd8e0,Geopolitics,,"Trump, Putin, and Zelensky seen together in 2025?",https://polymarket.com/event/trump-putin-and-zelensky-seen-together-in-2025,YES,8.805,0.966,0x801dbe416065cfa8ecffeae526eeb37f393fd8e0,1350.0,2025-12-31,NO
0x3694d359186f0688246045a29a3143bd93ee6df053df2341c441fe7b83458c7c,2025-11-04,2026-01-01,SELL,0.979,1.0,3496428.571428568,3391535.714285711,75000.0,0xb74711992caf6d04fa55eecc46b8efc95311b050,Geopolitics,,Will Kim Jong Un visit US in 2025?,https://polymarket.com/event/will-kim-jong-un-visit-us-in-2025,NO,7.713,0.875,0xb74711992caf6d04fa55eecc46b8efc95311b050,2093.47,2025-12-31,NO
0xafa3f21a2211a95b222a0704d1b763a48770905ff090b0143ae724013b51dbaa,2025-11-16,2026-01-01,SELL,0.9400257731958763,1.0,1096030.6094571413,1063149.691173427,69927.43202387427,0x21f7e463afb18b15df1cc94cd4a3bd27e7af8f97,Geopolitics,,NATO x Russia military clash in 2025?,https://polymarket.com/event/nato-x-russia-military-clash-in-2025,NO,7.446,0.719,0x21f7e463afb18b15df1cc94cd4a3bd27e7af8f97,1823.65,2025-12-31,NO
0x5a81f9ef8bf06662ff9abf235fdab14e21b8742741691886adda3edb8504cbe4,2025-11-23,2026-01-01,SELL,0.97,1.0,1337373.2669681679,1297252.0689591228,41362.05980313925,0x847667d84fc4d81db36689c4f4c5845c8d125418,Geopolitics,,"Israel and Syria normalize relations by December 31, 2025?",https://polymarket.com/event/israel-and-syria-normalize-relations-in-2025,NO,8.343,1.0,0x847667d84fc4d81db36689c4f4c5845c8d125418,1035.95,2025-12-31,NO
0x1df6862b69a47872e75864cac21b9ae9ea0cb552884d38aea9170c5fe5321bc6,2025-12-21,2026-01-01,SELL,0.94,1.0,587499.9999999994,569874.9999999994,37500.0,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,Geopolitics,,Will Russia capture Kostyantynivka by December 31?,https://polymarket.com/event/will-russia-capture-kostyantynivka-by-december-31-266-839-138,NO,7.204,0.953,0xcf9efbdb300d03a6c462eda8840dcc3ab9b1518e,1034.0,2025-12-31,NO
0xe4a2b3d43921a62fd693cbaca54249feec7b52fdcd5c7dd8c809a38179c1cbb0,2025-12-25,2026-01-01,SELL,0.9660056193344102,1.0,532811.7473501834,516827.3949296779,18750.0,0x31646fb225a7743287e760e44923345644513033,Geopolitics,,Israel strikes Iran before 2026?,https://polymarket.com/event/israel-strikes-iran-before-2026,NO,6.071,0.63,0x31646fb225a7743287e760e44923345644513033,4359.57,2025-12-31,NO
0x07555b0e89abe017ddde72e5d04f26f6b26a7f221cca5fcae54ca99dd984774d,2025-12-27,2026-01-01,SELL,0.97,1.0,892517.5059968589,865741.9808169531,27603.63420608845,0x0aae5c4ec45339a64a1dd2fe4ba98c2a19eb251c,Geopolitics,,Ukraine agrees not to join NATO in 2025?,https://polymarket.com/event/ukraine-agrees-not-to-join-nato-before-july,NO,8.128,0.634,0x0aae5c4ec45339a64a1dd2fe4ba98c2a19eb251c,1360.93,2025-12-31,NO
0xd1cce43b5fded07d49b457f473f49d921db7053a9cd98dcfd5c3271a53e6713f,2026-01-15,2026-01-16,SELL,0.9746370533333333,0.008000000000000007,-51343.4427440345,-49803.139461713465,75000.0,0x0aae5c4ec45339a64a1dd2fe4ba98c2a19eb251c,Geopolitics,CONFLICTING_SIGNAL,"Israel strikes Iran by January 16, 2026?",https://polymarket.com/event/israel-strikes-iran-by-january-16-2026-418,NO,6.981,0.774,0x0aae5c4ec45339a64a1dd2fe4ba98c2a19eb251c,1461.96,2026-01-16,NO
0x1d54eb5eac2cee8f595f3097c65da7d07f8ab5dee63d7c0c6883eb70e1e9af30,2026-02-28,2026-03-01,SELL,0.958,0.049000000000000044,1899.5951694999999,1842.6073144149998,11397.571016999998,0x7fe68cbaca0b778dab7c1adbb9992bb1f4f6b39e,Geopolitics,OPEN_AT_END,"Russia x Ukraine ceasefire by March 31, 2026?",https://polymarket.com/event/russia-x-ukraine-ceasefire-by-march-31-2026,NO,8.202,0.895,0x7fe68cbaca0b778dab7c1adbb9992bb1f4f6b39e,1916.0,2026-03-31,
